"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"979","innate immune response-activating signal transduction (GO:0002758)","2/144",0.137235555622635,0.217596043735127,0,0,3.16389244558259,6.28366898440506,"COLEC12;CTSK"
"980","regulation of carbohydrate catabolic process (GO:0043470)","1/33",0.138391399275898,0.217596043735127,0,0,6.97963483146067,13.8034101015558,"IGF1"
"981","regulation of cellular carbohydrate catabolic process (GO:0043471)","1/33",0.138391399275898,0.217596043735127,0,0,6.97963483146067,13.8034101015558,"IGF1"
"982","cyclic purine nucleotide metabolic process (GO:0052652)","1/33",0.138391399275898,0.217596043735127,0,0,6.97963483146067,13.8034101015558,"ADCY7"
"983","positive regulation of DNA binding (GO:0043388)","1/33",0.138391399275898,0.217596043735127,0,0,6.97963483146067,13.8034101015558,"IGF1"
"984","regulation of bone resorption (GO:0045124)","1/33",0.138391399275898,0.217596043735127,0,0,6.97963483146067,13.8034101015558,"SPP1"
"985","pyrimidine nucleotide biosynthetic process (GO:0006221)","1/33",0.138391399275898,0.217596043735127,0,0,6.97963483146067,13.8034101015558,"NME2"
"986","protein-lipid complex subunit organization (GO:0071825)","1/33",0.138391399275898,0.217596043735127,0,0,6.97963483146067,13.8034101015558,"LPL"
"987","negative regulation of muscle tissue development (GO:1901862)","1/33",0.138391399275898,0.217596043735127,0,0,6.97963483146067,13.8034101015558,"TGFBR2"
"988","response to radiation (GO:0009314)","4/442",0.138431996915844,0.217596043735127,0,0,2.06774981416587,4.08871900320312,"MFAP4;COL3A1;LPL;CRIP1"
"989","regulation of carbohydrate metabolic process (GO:0006109)","2/145",0.13876695440429,0.217681899181679,0,0,3.14160839160839,6.20454883536506,"IGFBP4;IGF1"
"990","negative regulation of cellular catabolic process (GO:0031330)","2/145",0.13876695440429,0.217681899181679,0,0,3.14160839160839,6.20454883536506,"TIMP3;TIMP1"
"991","negative regulation of muscle organ development (GO:0048635)","1/34",0.142275040180476,0.222286858551588,0,0,6.76779026217228,13.1971449366533,"TGFBR2"
"992","negative regulation of reproductive process (GO:2000242)","1/34",0.142275040180476,0.222286858551588,0,0,6.76779026217228,13.1971449366533,"TIMP1"
"993","embryonic forelimb morphogenesis (GO:0035115)","1/34",0.142275040180476,0.222286858551588,0,0,6.76779026217228,13.1971449366533,"ALDH1A2"
"994","cyclic nucleotide biosynthetic process (GO:0009190)","1/34",0.142275040180476,0.222286858551588,0,0,6.76779026217228,13.1971449366533,"ADCY7"
"995","Ras protein signal transduction (GO:0007265)","2/148",0.143383696174794,0.223793849406487,0,0,3.07658779576588,5.97544435119241,"COL1A2;IGF1"
"996","positive regulation of glucose transport (GO:0010828)","1/35",0.146141369494888,0.223824010676095,0,0,6.56840713813615,12.632234767544,"IGF1"
"997","regulation of interleukin-10 production (GO:0032653)","1/35",0.146141369494888,0.223824010676095,0,0,6.56840713813615,12.632234767544,"CD34"
"998","insulin secretion (GO:0030073)","1/35",0.146141369494888,0.223824010676095,0,0,6.56840713813615,12.632234767544,"ILDR2"
"999","maternal process involved in female pregnancy (GO:0060135)","1/35",0.146141369494888,0.223824010676095,0,0,6.56840713813615,12.632234767544,"ADCY7"
"1000","pyrimidine-containing compound catabolic process (GO:0072529)","1/35",0.146141369494888,0.223824010676095,0,0,6.56840713813615,12.632234767544,"DPYSL3"
"1001","regulation of glycogen metabolic process (GO:0070873)","1/35",0.146141369494888,0.223824010676095,0,0,6.56840713813615,12.632234767544,"IGF1"
"1002","myeloid cell activation involved in immune response (GO:0002275)","1/35",0.146141369494888,0.223824010676095,0,0,6.56840713813615,12.632234767544,"S100A13"
"1003","positive regulation of gliogenesis (GO:0014015)","1/35",0.146141369494888,0.223824010676095,0,0,6.56840713813615,12.632234767544,"SERPINE2"
"1004","regulation of cardiac muscle tissue growth (GO:0055021)","1/35",0.146141369494888,0.223824010676095,0,0,6.56840713813615,12.632234767544,"TGFBR2"
"1005","positive regulation of neural precursor cell proliferation (GO:2000179)","1/35",0.146141369494888,0.223824010676095,0,0,6.56840713813615,12.632234767544,"IGF1"
"1006","alditol phosphate metabolic process (GO:0052646)","1/35",0.146141369494888,0.223824010676095,0,0,6.56840713813615,12.632234767544,"PLA1A"
"1007","embryonic skeletal system development (GO:0048706)","1/35",0.146141369494888,0.223824010676095,0,0,6.56840713813615,12.632234767544,"COL1A1"
"1008","regulation of polysaccharide biosynthetic process (GO:0032885)","1/35",0.146141369494888,0.223824010676095,0,0,6.56840713813615,12.632234767544,"IGF1"
"1009","negative regulation of ERK1 and ERK2 cascade (GO:0070373)","1/35",0.146141369494888,0.223824010676095,0,0,6.56840713813615,12.632234767544,"IGF1"
"1010","pyrimidine nucleoside biosynthetic process (GO:0046134)","1/35",0.146141369494888,0.223824010676095,0,0,6.56840713813615,12.632234767544,"NME2"
"1011","patterning of blood vessels (GO:0001569)","1/35",0.146141369494888,0.223824010676095,0,0,6.56840713813615,12.632234767544,"TGFBR2"
"1012","positive regulation of phagocytosis (GO:0050766)","1/35",0.146141369494888,0.223824010676095,0,0,6.56840713813615,12.632234767544,"GAS6"
"1013","positive regulation of alpha-beta T cell differentiation (GO:0046638)","1/35",0.146141369494888,0.223824010676095,0,0,6.56840713813615,12.632234767544,"TGFBR2"
"1014","glycoprotein biosynthetic process (GO:0009101)","1/35",0.146141369494888,0.223824010676095,0,0,6.56840713813615,12.632234767544,"IGF1"
"1015","regulation of organ morphogenesis (GO:2000027)","2/150",0.146479676838392,0.223900529655534,0,0,3.03470515970516,5.82926980541049,"FZD1;CD34"
"1016","negative regulation of cell growth (GO:0030308)","2/150",0.146479676838392,0.223900529655534,0,0,3.03470515970516,5.82926980541049,"SERPINE2;SPP1"
"1017","activation of innate immune response (GO:0002218)","2/151",0.148032925011103,0.226052244387652,0,0,3.01418547895058,5.75806050315102,"COLEC12;CTSK"
"1018","regulation of canonical Wnt signaling pathway (GO:0060828)","2/152",0.149589596005106,0.226590651634802,0,0,2.99393939393939,5.68806498225819,"FZD1;COL1A1"
"1019","maintenance of location (GO:0051235)","2/152",0.149589596005106,0.226590651634802,0,0,2.99393939393939,5.68806498225819,"FBN2;KDELR3"
"1020","receptor-mediated endocytosis (GO:0006898)","2/152",0.149589596005106,0.226590651634802,0,0,2.99393939393939,5.68806498225819,"COLEC12;TGFBR2"
"1021","response to cadmium ion (GO:0046686)","1/36",0.149990463541904,0.226590651634802,0,0,6.38041733547352,12.1048228958181,"GSN"
"1022","extrinsic apoptotic signaling pathway in absence of ligand (GO:0097192)","1/36",0.149990463541904,0.226590651634802,0,0,6.38041733547352,12.1048228958181,"IGF1"
"1023","signal transduction in absence of ligand (GO:0038034)","1/36",0.149990463541904,0.226590651634802,0,0,6.38041733547352,12.1048228958181,"IGF1"
"1024","regulation of muscle adaptation (GO:0043502)","1/36",0.149990463541904,0.226590651634802,0,0,6.38041733547352,12.1048228958181,"IGF1"
"1025","regulated secretory pathway (GO:0045055)","1/36",0.149990463541904,0.226590651634802,0,0,6.38041733547352,12.1048228958181,"S100A13"
"1026","negative regulation of response to cytokine stimulus (GO:0060761)","1/36",0.149990463541904,0.226590651634802,0,0,6.38041733547352,12.1048228958181,"GAS6"
"1027","synaptic transmission, glutamatergic (GO:0035249)","1/36",0.149990463541904,0.226590651634802,0,0,6.38041733547352,12.1048228958181,"PLAT"
"1028","response to cold (GO:0009409)","1/36",0.149990463541904,0.226590651634802,0,0,6.38041733547352,12.1048228958181,"LPL"
"1029","G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger (GO:0007187)","2/153",0.151149628575171,0.228119896187795,0,0,2.97396146899458,5.61925563110757,"FZD1;ADCY7"
"1030","developmental maturation (GO:0021700)","2/154",0.152712961962853,0.230255563037195,0,0,2.95424641148325,5.55160563237485,"MMP2;ALDH1A2"
"1031","mitotic nuclear envelope disassembly (GO:0007077)","1/37",0.153822398290269,0.230362762338272,0,0,6.20287141073658,11.6115060758917,"LMNA"
"1032","positive regulation of mesenchymal cell proliferation (GO:0002053)","1/37",0.153822398290269,0.230362762338272,0,0,6.20287141073658,11.6115060758917,"TGFBR2"
"1033","positive regulation of interleukin-8 production (GO:0032757)","1/37",0.153822398290269,0.230362762338272,0,0,6.20287141073658,11.6115060758917,"F2R"
"1034","regulation of epidermal cell differentiation (GO:0045604)","1/37",0.153822398290269,0.230362762338272,0,0,6.20287141073658,11.6115060758917,"NME2"
"1035","intermediate filament cytoskeleton organization (GO:0045104)","1/37",0.153822398290269,0.230362762338272,0,0,6.20287141073658,11.6115060758917,"VIM"
"1036","pyrimidine ribonucleoside metabolic process (GO:0046131)","1/37",0.153822398290269,0.230362762338272,0,0,6.20287141073658,11.6115060758917,"NME2"
"1037","positive regulation of calcium ion transport into cytosol (GO:0010524)","1/37",0.153822398290269,0.230362762338272,0,0,6.20287141073658,11.6115060758917,"F2R"
"1038","epithelial cell differentiation (GO:0030855)","3/303",0.156234996734028,0.233375260511092,0,0,2.25402298850575,4.18435478751385,"FZD1;IGF1;CD34"
"1039","cellular response to glucagon stimulus (GO:0071377)","1/38",0.157637249372914,0.233375260511092,0,0,6.03492256301245,11.1492706490826,"ADCY7"
"1040","regulation of interleukin-1 beta production (GO:0032651)","1/38",0.157637249372914,0.233375260511092,0,0,6.03492256301245,11.1492706490826,"F2R"
"1041","muscle filament sliding (GO:0030049)","1/38",0.157637249372914,0.233375260511092,0,0,6.03492256301245,11.1492706490826,"VIM"
"1042","protein kinase C-activating G-protein coupled receptor signaling pathway (GO:0007205)","1/38",0.157637249372914,0.233375260511092,0,0,6.03492256301245,11.1492706490826,"F2R"
"1043","ER-associated ubiquitin-dependent protein catabolic process (GO:0030433)","1/38",0.157637249372914,0.233375260511092,0,0,6.03492256301245,11.1492706490826,"SEC61B"
"1044","water homeostasis (GO:0030104)","1/38",0.157637249372914,0.233375260511092,0,0,6.03492256301245,11.1492706490826,"IGF1"
"1045","intermediate filament-based process (GO:0045103)","1/38",0.157637249372914,0.233375260511092,0,0,6.03492256301245,11.1492706490826,"VIM"
"1046","regulation of calcium-mediated signaling (GO:0050848)","1/38",0.157637249372914,0.233375260511092,0,0,6.03492256301245,11.1492706490826,"IGF1"
"1047","regulation of lipid storage (GO:0010883)","1/38",0.157637249372914,0.233375260511092,0,0,6.03492256301245,11.1492706490826,"LPL"
"1048","regulation of muscle cell apoptotic process (GO:0010660)","1/38",0.157637249372914,0.233375260511092,0,0,6.03492256301245,11.1492706490826,"IGF1"
"1049","actin-myosin filament sliding (GO:0033275)","1/38",0.157637249372914,0.233375260511092,0,0,6.03492256301245,11.1492706490826,"VIM"
"1050","heart morphogenesis (GO:0003007)","1/39",0.161435092107568,0.237638576344127,0,0,5.87581312832643,10.7154390891151,"ALDH1A2"
"1051","positive regulation of cell-cell adhesion (GO:0022409)","1/39",0.161435092107568,0.237638576344127,0,0,5.87581312832643,10.7154390891151,"LGALS1"
"1052","membrane disassembly (GO:0030397)","1/39",0.161435092107568,0.237638576344127,0,0,5.87581312832643,10.7154390891151,"LMNA"
"1053","detection of mechanical stimulus (GO:0050982)","1/39",0.161435092107568,0.237638576344127,0,0,5.87581312832643,10.7154390891151,"SERPINE2"
"1054","nuclear envelope disassembly (GO:0051081)","1/39",0.161435092107568,0.237638576344127,0,0,5.87581312832643,10.7154390891151,"LMNA"
"1055","regulation of actin filament depolymerization (GO:0030834)","1/39",0.161435092107568,0.237638576344127,0,0,5.87581312832643,10.7154390891151,"GSN"
"1056","monocarboxylic acid metabolic process (GO:0032787)","4/473",0.164370804980792,0.241601177288903,0,0,1.92800119006297,3.48125755501107,"PTGIS;ALDH1A2;LPL;IGF1"
"1057","forelimb morphogenesis (GO:0035136)","1/40",0.165216001468651,0.241601177288903,0,0,5.72486315182944,10.3076250436452,"ALDH1A2"
"1058","blood circulation (GO:0008015)","1/40",0.165216001468651,0.241601177288903,0,0,5.72486315182944,10.3076250436452,"ELN"
"1059","regulation of bone remodeling (GO:0046850)","1/40",0.165216001468651,0.241601177288903,0,0,5.72486315182944,10.3076250436452,"SPP1"
"1060","negative regulation of actin filament polymerization (GO:0030837)","1/40",0.165216001468651,0.241601177288903,0,0,5.72486315182944,10.3076250436452,"GSN"
"1061","platelet aggregation (GO:0070527)","1/40",0.165216001468651,0.241601177288903,0,0,5.72486315182944,10.3076250436452,"GAS6"
"1062","negative regulation of myeloid leukocyte differentiation (GO:0002762)","1/40",0.165216001468651,0.241601177288903,0,0,5.72486315182944,10.3076250436452,"RUNX1"
"1063","positive regulation of nervous system development (GO:0051962)","3/313",0.167083111061782,0.244101666490073,0,0,2.18020022246941,3.90095359498826,"SERPINE2;DPYSL3;IGF1"
"1064","ovarian follicle development (GO:0001541)","1/41",0.168980052107994,0.244572246900014,0,0,5.5814606741573,9.92369534242351,"MMP14"
"1065","negative regulation of cell-cell adhesion (GO:0022408)","1/41",0.168980052107994,0.244572246900014,0,0,5.5814606741573,9.92369534242351,"SERPINE2"
"1066","pyrimidine-containing compound biosynthetic process (GO:0072528)","1/41",0.168980052107994,0.244572246900014,0,0,5.5814606741573,9.92369534242351,"NME2"
"1067","regulation of polysaccharide metabolic process (GO:0032881)","1/41",0.168980052107994,0.244572246900014,0,0,5.5814606741573,9.92369534242351,"IGF1"
"1068","negative regulation of leukocyte apoptotic process (GO:2000107)","1/41",0.168980052107994,0.244572246900014,0,0,5.5814606741573,9.92369534242351,"GAS6"
"1069","triglyceride biosynthetic process (GO:0019432)","1/41",0.168980052107994,0.244572246900014,0,0,5.5814606741573,9.92369534242351,"LPL"
"1070","actin polymerization or depolymerization (GO:0008154)","1/41",0.168980052107994,0.244572246900014,0,0,5.5814606741573,9.92369534242351,"GSN"
"1071","water transport (GO:0006833)","1/41",0.168980052107994,0.244572246900014,0,0,5.5814606741573,9.92369534242351,"ADCY7"
"1072","regulation of heart growth (GO:0060420)","1/41",0.168980052107994,0.244572246900014,0,0,5.5814606741573,9.92369534242351,"TGFBR2"
"1073","response to zinc ion (GO:0010043)","1/41",0.168980052107994,0.244572246900014,0,0,5.5814606741573,9.92369534242351,"CRIP1"
"1074","regulation of cellular component size (GO:0032535)","2/165",0.170110568254975,0.245979248137781,0,0,2.75334634690463,4.87702069912295,"GSN;ELN"
"1075","positive regulation of mitosis (GO:0045840)","1/42",0.17272731834441,0.248375486471175,0,0,5.44505343929844,9.561737753764,"IGF1"
"1076","calcium ion transport into cytosol (GO:0060402)","1/42",0.17272731834441,0.248375486471175,0,0,5.44505343929844,9.561737753764,"F2R"
"1077","fatty acid derivative biosynthetic process (GO:1901570)","1/42",0.17272731834441,0.248375486471175,0,0,5.44505343929844,9.561737753764,"PTGIS"
"1078","negative regulation of epithelial cell migration (GO:0010633)","1/42",0.17272731834441,0.248375486471175,0,0,5.44505343929844,9.561737753764,"THBS1"
"1079","icosanoid biosynthetic process (GO:0046456)","1/42",0.17272731834441,0.248375486471175,0,0,5.44505343929844,9.561737753764,"PTGIS"
"1080","regulation of alpha-beta T cell differentiation (GO:0046637)","1/42",0.17272731834441,0.248375486471175,0,0,5.44505343929844,9.561737753764,"TGFBR2"
"1081","cytosolic calcium ion transport (GO:0060401)","1/43",0.176457874193855,0.25233800978182,0,0,5.3151417870519,9.22003350310616,"F2R"
"1082","acylglycerol biosynthetic process (GO:0046463)","1/43",0.176457874193855,0.25233800978182,0,0,5.3151417870519,9.22003350310616,"LPL"
"1083","neutral lipid biosynthetic process (GO:0046460)","1/43",0.176457874193855,0.25233800978182,0,0,5.3151417870519,9.22003350310616,"LPL"
"1084","regulation of organic acid transport (GO:0032890)","1/43",0.176457874193855,0.25233800978182,0,0,5.3151417870519,9.22003350310616,"THBS1"
"1085","negative regulation of DNA replication (GO:0008156)","1/43",0.176457874193855,0.25233800978182,0,0,5.3151417870519,9.22003350310616,"TGFB3"
"1086","regulation of mesenchymal cell proliferation (GO:0010464)","1/43",0.176457874193855,0.25233800978182,0,0,5.3151417870519,9.22003350310616,"TGFBR2"
"1087","response to light stimulus (GO:0009416)","3/322",0.177032613369213,0.252926999597413,0,0,2.11771700356718,3.66666034229563,"MFAP4;LPL;CRIP1"
"1088","endocytosis (GO:0006897)","3/323",0.178148388568721,0.254287175962522,0,0,2.11099137931034,3.6417523587728,"COLEC12;GAS6;TGFBR2"
"1089","positive regulation of tumor necrosis factor production (GO:0032760)","1/44",0.180171793343299,0.255531319691455,0,0,5.19127253723543,8.89703376024248,"THBS1"
